source,name,category,average_rating,review_count,price_range,latitude,longitude,location_text,description,what_to_expect,url,image_url
Sugbo,Adlawon Vacation Farm,garden / nature,,,,,,"Sitio Proper, Adlaon, (uphill) Cebu City — approx. 2.5 hours away from Mactan Airport.","Location: Sitio Proper, Adlaon, (uphill) Cebu City — approx. 2.5 hours away from Mactan Airport. | What to expect: Fresh nature vibes, Garden, Filipino accommodation","Fresh nature vibes, Garden, Filipino accommodation",https://sugbo.ph/2019/adlawon-vacation-farm/,https://sugbo.ph/wp-content/uploads/2019/03/adlawon-vacation-farm-cebu-2-1024x768.jpg
Sugbo,Descansohan ni Onyol,viewpoint / mountain,,,,,,"Brgy. Guba, (uphill) Cebu City — near Neri’s Ville, approx. 2.5 hours away from Mactan Airport.","Location: Brgy. Guba, (uphill) Cebu City — near Neri’s Ville, approx. 2.5 hours away from Mactan Airport. | What to expect: Overlooking view, Instagrammable spots","Overlooking view, Instagrammable spots",https://sugbo.ph/2019/descansohan-ni-onyol-cebu-city/,https://sugbo.ph/wp-content/uploads/2019/07/Descansohan-Ni-Onyol-Cebu-City-1-1024x955.jpg
Sugbo,Soul Sierra,viewpoint / mountain,,,,,,"Brgy. Babag, Busay, (uphill) Cebu City — near Temple of Leah, approx. 2 hours away from Mactan Airport.","Location: Brgy. Babag, Busay, (uphill) Cebu City — near Temple of Leah, approx. 2 hours away from Mactan Airport. | What to expect: Fresh nature vibes, Overlooking View, Pool,","Fresh nature vibes, Overlooking View, Pool,",https://sugbo.ph/2019/100-places-to-visit-in-cebu/,https://sugbo.ph/wp-content/uploads/2019/09/Soul-Sierra-Cebu-1.jpg
Sugbo,Terrazas de Flores,viewpoint / mountain,,,,,,"Brgy. Malubog, (uphill) Cebu City — approx. 2 hours away from Mactan Airport.","Location: Brgy. Malubog, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Overlooking view, Instagrammable spots","Overlooking view, Instagrammable spots",https://sugbo.ph/2017/terrazas-de-flores/,https://sugbo.ph/wp-content/uploads/2017/02/terrazas4.jpg
Sugbo,Bantayan Island,beach / island / marine,,,,,,"Bantayan Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Bantayan Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: World-class white sand beach, Night Life","World-class white sand beach, Night Life",https://sugbo.ph/2019/budget-sta-fe-bantayan-island/,https://sugbo.ph/wp-content/uploads/2019/03/bantayan-cebu-guide-1024x576.jpg
Sugbo,Virgin Island,beach / island / marine,,,,,,"Virgin Island, Bantayan, Northern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Virgin Island, Bantayan, Northern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: Preserved beach island near Bantayan",Preserved beach island near Bantayan,https://sugbo.ph/2018/virgin-island-bantayan-cebu/,https://sugbo.ph/wp-content/uploads/2018/09/Virgin-Island-Bantayan-Cebu-1-1024x567.jpg
Sugbo,Camotes Island,beach / island / marine,,,,,,"Camotes Island, Northern Cebu — approx. 4 hours away from Mactan Airport.","Location: Camotes Island, Northern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Affordable caves, White beach, Cliff jumping","Affordable caves, White beach, Cliff jumping",https://sugbo.ph/2018/great-finds-in-camotes-islands/,https://sugbo.ph/wp-content/uploads/2018/05/bukilat-cave-camotes-cebu.jpg
Sugbo,Malapascua Island,beach / island / marine,,,,,,"Malapascua Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Malapascua Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: Diving, Beach, Night Life","Diving, Beach, Night Life",https://sugbo.ph/2019/malapascua-island-cebu/,https://sugbo.ph/wp-content/uploads/2019/06/Ocean-Vida-Beach-Dive-Resort-Malapascua-1024x768.jpg
Sugbo,Olango Island,beach / island / marine,,,,,,"Olango Island, Northern Cebu — approx. 1 hour away from Mactan Airport.","Location: Olango Island, Northern Cebu — approx. 1 hour away from Mactan Airport. | What to expect: Beaches, Wild Life Sanctuary, Boardwalk","Beaches, Wild Life Sanctuary, Boardwalk",https://sugbo.ph/tag/olango-island/,https://sugbo.ph/wp-content/uploads/2018/03/1sanvicenteolangoisland-1024x576.jpg
Sugbo,Carnaza Island,beach / island / marine,,,,,,"Carnaza Island, Daanbantayan, Northern Cebu — approx. 5-6 hours away from Mactan Airport.","Location: Carnaza Island, Daanbantayan, Northern Cebu — approx. 5-6 hours away from Mactan Airport. | What to expect: Pyramid sheds, Beach, Skull Island","Pyramid sheds, Beach, Skull Island",https://sugbo.ph/2019/1000peso-challenge-carnaza-island/,https://sugbo.ph/wp-content/uploads/2018/02/1pesochallengecarnazaisland-1024x576.jpg
Sugbo,Kinatarcan Island,beach / island / marine,,,,,,"Kinatarcan Island, Daanbantayan, Northern Cebu — approx. 5 hours away from Mactan Airport.","Location: Kinatarcan Island, Daanbantayan, Northern Cebu — approx. 5 hours away from Mactan Airport. | What to expect: Beach, Lagoon, Cove","Beach, Lagoon, Cove",https://sugbo.ph/2018/guintacan-kinatarcan-island/,https://sugbo.ph/wp-content/uploads/2018/05/Kinatarcan-Island-1.png
Sugbo,Nalusuan Island,beach / island / marine,,,,,,"Nalusuan Island, Mactan, Northern Cebu — approx. 1.5 hours away from Mactan Airport.","Location: Nalusuan Island, Mactan, Northern Cebu — approx. 1.5 hours away from Mactan Airport. | What to expect: Snorkeling, Beach, Serene Getaway","Snorkeling, Beach, Serene Getaway",https://sugbo.ph/2017/nalusuan-island-cebu/,https://sugbo.ph/wp-content/uploads/2017/08/1nalusuan-island-aerial-view.jpg
Sugbo,Funtastic Island in Medellin,beach / island / marine,,,,,,"Gibitngil Island, Medellin, Northern Cebu — approx. 2-3 hours away from Mactan Airport.","Location: Gibitngil Island, Medellin, Northern Cebu — approx. 2-3 hours away from Mactan Airport. | What to expect: Cliff jumping, Kayak, Zipline","Cliff jumping, Kayak, Zipline",https://sugbo.ph/2018/funtastic-island-gibitngil-medellin/,https://sugbo.ph/wp-content/uploads/2018/07/funtastic-island-medellin.jpg
Sugbo,Capitancillo Islet,beach / island / marine,,,,,,"Capitancillo Islet, Bogo City, Northern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Capitancillo Islet, Bogo City, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Beach, Lighthouse, Island hopping","Beach, Lighthouse, Island hopping",https://sugbo.ph/2019/capitancillo-island-bogo/,https://sugbo.ph/wp-content/uploads/2017/06/capitancillo-island-cebu-aerial-1024x534.jpg
Sugbo,The Labyrinth Maze Toledo,garden / nature,,,,,,"Poblacion, Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Poblacion, Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Maze-like Garden",Maze-like Garden,https://sugbo.ph/2018/labyrinth-in-toledo-city/,https://sugbo.ph/wp-content/uploads/2018/11/labyrinth-mazegarden-toledocebu.jpg
Sugbo,Lake Pingganon Toledo,attraction,,,,,,"Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Toledo City, Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Lake, Camping, Trekking","Lake, Camping, Trekking",https://sugbo.ph/2019/lake-bensis-toledo/,https://sugbo.ph/wp-content/uploads/2019/09/Lake-Bensis-Pingganon-Toledo-Cebu-1-1024x768.jpg
Sugbo,Kawa Bath at Fantasy Lodge,beach / island / marine,,,,,,"Barangay Dalahican, Samboan, Southern Cebu — approx. 3-4 hours away from Mactan Airport.","Location: Barangay Dalahican, Samboan, Southern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Kawa Bath, Beach, Pool","Kawa Bath, Beach, Pool",https://sugbo.ph/2018/fantasy-lodge-samboan-cebu/,https://sugbo.ph/wp-content/uploads/2018/02/fantasy-lodge-cebu2.jpg
Sugbo,Danasan Eco Adventure Park,park / attraction,,,,,,"Brgy. Danasan, 6004, Danao City — approx. 2 hours away from Mactan Airport.","Location: Brgy. Danasan, 6004, Danao City — approx. 2 hours away from Mactan Airport. | What to expect: Over 10 Adventure Rides, Kayak, Kawa Bath, Pool, Accommodation","Over 10 Adventure Rides, Kayak, Kawa Bath, Pool, Accommodation",https://sugbo.ph/2019/danasan-eco-adventure-park-cebu/,https://sugbo.ph/wp-content/uploads/2017/11/danasanecoadventurepark-12.jpg
Sugbo,SM Seaside City Cebu,park / attraction,,,,,,"South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport.","Location: South Road Properties, Cebu City (near Cebu Ocean Park) — approx. 2 hours away from Mactan Airport. | What to expect: Shopping mall, Indoor Theme Parks, Concept stores","Shopping mall, Indoor Theme Parks, Concept stores",https://sugbo.ph/?s=sm+seaside,https://sugbo.ph/wp-content/uploads/2019/04/smseaside-1024x623.jpg
Sugbo,IL Corso Lifestyle Mall and the Dancing Fountains,food / dining,,,,,,"South Road Properties, Cebu City — approx. 2 hours away from Mactan Airport.","Location: South Road Properties, Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Dancing fountains, Restaurants, Cinemas, Shopping mall (soon-to-open)","Dancing fountains, Restaurants, Cinemas, Shopping mall (soon-to-open)",https://sugbo.ph/?s=il+corso,https://sugbo.ph/wp-content/uploads/2018/10/ilcorso-lifestylemall-cebu2-1024x498.jpg
Sugbo,Bojo River Aloguinsan,museum / historical,,,,,,"Aloguinsan, Southern Cebu — approx. 4-5 hours away from Mactan Airport.","Location: Aloguinsan, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: River cruising, hanging rice experience, local heritage tour","River cruising, hanging rice experience, local heritage tour",https://sugbo.ph/2019/bojo-river-tour-aloguinsan/,https://sugbo.ph/wp-content/uploads/2018/05/Bojo-River-Aloguinsan-Cebu-6-1024x768.jpg
Sugbo,Tumalog Falls in Oslob,waterfall / adventure,,,,,,"Oslob, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Oslob, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, Fish spa, Nearby attractions in Oslob","Waterfalls, Fish spa, Nearby attractions in Oslob",https://sugbo.ph/2019/whale-shark-oslob-cebu-guide/,https://sugbo.ph/wp-content/uploads/2018/10/tumalog-falls-oslob-cebu.jpg
Sugbo,Dao Falls in Samboan,waterfall / adventure,,,,,,"Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek","Waterfalls, 15-20 min trek",https://sugbo.ph/2019/waterfalls-in-cebu/,https://sugbo.ph/wp-content/uploads/2017/09/dao-falls-1024x768.jpg
Sugbo,Cancalanog Falls in Alegria,waterfall / adventure,,,,,,"Alegria, Southern Cebu — approx. 2 hours away from Mactan Airport.","Location: Alegria, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 45 min trek","Waterfalls, 45 min trek",https://sugbo.ph/2019/waterfalls-in-cebu/,https://sugbo.ph/wp-content/uploads/2017/09/Cancalanog-Falls-Alegria-Cebu-2-1024x1024.jpg
Sugbo,Isla Romantica in Cordova,beach / island / marine,,,,,,"Cordova, Northern Cebu — approx. 1 hour away from Mactan Airport.","Location: Cordova, Northern Cebu — approx. 1 hour away from Mactan Airport. | What to expect: Man-made island",Man-made island,https://sugbo.ph/2018/isla-romantica-cordova/,https://sugbo.ph/wp-content/uploads/2018/03/Isla-Romantica-Cordova-8-1024x627.jpg
Sugbo,Q-Park in Compostela,museum / historical,,,,,,"Compostela, Northern Cebu — approx. 1-2 hours away from Mactan Airport.","Location: Compostela, Northern Cebu — approx. 1-2 hours away from Mactan Airport. | What to expect: 41-ft monument of the Virgin Mary and large, life-sized statues of the Stations of the Cross","41-ft monument of the Virgin Mary and large, life-sized statues of the Stations of the Cross",https://sugbo.ph/2019/q-park-compostela/,https://sugbo.ph/wp-content/uploads/2019/04/Q-Park-Compostela-Cebu.jpg
